94	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
95	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
96	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
97	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
98	2.0	4.0, 1.0, 0.0, 0.0, 1.0
99	2.0	4.0, 1.0, 0.0, 0.0, 1.0
100	9.0	8.0, 3.0, 0.0, 0.0, 1.3333333333333333
101	7.0	8.0, 3.0, 0.0, 0.0, 1.6
102	2.0	4.0, 1.0, 0.0, 0.0, 1.0
103	2.0	4.0, 1.0, 0.0, 0.0, 1.0
104	1.0	10.0, 4.0, 0.0, 0.0, 1.6666666666666667
105	1.0	13.0, 4.0, 0.0, 0.0, 1.8571428571428572
106	9.0	8.0, 3.0, 0.0, 0.0, 1.3333333333333333
107	1.0	14.0, 5.0, 0.0, 0.0, 1.5555555555555556
108	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
109	7.0	7.0, 3.0, 0.0, 0.0, 1.75
110	3.0	11.0, 3.0, 0.0, 0.0, 1.5714285714285714
111	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
112	7.0	7.0, 4.0, 0.0, 0.0, 1.75
113	6.0	7.0, 3.0, 1.0, 0.3333333333333333, 1.4
114	4.0	10.0, 3.0, 0.0, 0.0, 1.25
115	2.0	3.0, 1.0, 0.0, 0.0, 1.0
116	6.0	7.0, 3.0, 1.0, 0.3333333333333333, 1.4
117	4.0	10.0, 3.0, 0.0, 0.0, 1.25
118	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
119	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
120	11.0	14.0, 4.0, 0.0, 0.0, 1.4
121	3.0	9.0, 3.0, 0.0, 0.0, 1.5
122	10.0	11.0, 4.0, 1.0, 0.16666666666666666, 1.375
123	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
124	3.0	9.0, 3.0, 0.0, 0.0, 1.5
125	2.0	4.0, 1.0, 0.0, 0.0, 1.0
126	1.0	13.0, 4.0, 0.0, 0.0, 1.625
127	4.0	10.0, 3.0, 0.0, 0.0, 1.25
128	1.0	16.0, 4.0, 0.0, 0.0, 1.6
129	6.0	7.0, 3.0, 1.0, 0.3333333333333333, 1.4
130	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
131	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
132	4.0	10.0, 3.0, 0.0, 0.0, 1.25
133	2.0	4.0, 1.0, 0.0, 0.0, 1.0
134	1.0	15.0, 4.0, 0.0, 0.0, 1.6666666666666667
135	6.0	9.0, 3.0, 1.0, 0.3333333333333333, 1.2857142857142858
136	4.0	10.0, 3.0, 0.0, 0.0, 1.25
137	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
138	1.0	15.0, 4.0, 0.0, 0.0, 1.875
139	4.0	10.0, 3.0, 0.0, 0.0, 1.25
140	3.0	9.0, 3.0, 0.0, 0.0, 1.5
141	3.0	9.0, 3.0, 0.0, 0.0, 1.5
142	1.0	14.0, 4.0, 0.0, 0.0, 1.5555555555555556
143	3.0	9.0, 3.0, 0.0, 0.0, 1.5
144	9.0	7.0, 3.0, 0.0, 0.0, 1.4
145	3.0	9.0, 3.0, 0.0, 0.0, 1.5
146	4.0	10.0, 3.0, 0.0, 0.0, 1.25
147	10.0	13.0, 4.0, 1.0, 0.16666666666666666, 1.625
148	3.0	11.0, 3.0, 0.0, 0.0, 1.5714285714285714
149	6.0	7.0, 3.0, 1.0, 0.3333333333333333, 1.4
150	6.0	8.0, 3.0, 1.0, 0.3333333333333333, 1.3333333333333333
151	2.0	4.0, 1.0, 0.0, 0.0, 1.0
152	1.0	15.0, 4.0, 0.0, 0.0, 1.875
153	4.0	10.0, 3.0, 0.0, 0.0, 1.25
154	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
155	6.0	7.0, 3.0, 1.0, 0.3333333333333333, 1.4
156	1.0	15.0, 4.0, 0.0, 0.0, 1.875
157	1.0	15.0, 4.0, 0.0, 0.0, 1.875
158	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
159	4.0	11.0, 3.0, 0.0, 0.0, 1.375
160	1.0	15.0, 4.0, 0.0, 0.0, 1.6666666666666667
161	1.0	16.0, 4.0, 0.0, 0.0, 1.6
162	4.0	10.0, 3.0, 0.0, 0.0, 1.25
163	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
164	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
165	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
166	1.0	14.0, 4.0, 0.0, 0.0, 1.5555555555555556
167	2.0	3.0, 1.0, 0.0, 0.0, 1.0
168	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
169	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
170	11.0	12.0, 4.0, 0.0, 0.0, 1.3333333333333333
171	4.0	11.0, 3.0, 0.0, 0.0, 1.375
172	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
173	1.0	13.0, 4.0, 0.0, 0.0, 1.4444444444444444
174	1.0	13.0, 4.0, 0.0, 0.0, 1.4444444444444444
175	3.0	9.0, 3.0, 0.0, 0.0, 1.5
176	1.0	15.0, 4.0, 0.0, 0.0, 1.6666666666666667
177	2.0	3.0, 1.0, 0.0, 0.0, 1.0
178	1.0	13.0, 4.0, 0.0, 0.0, 1.4444444444444444
179	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
180	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
181	6.0	7.0, 3.0, 1.0, 0.3333333333333333, 1.4
182	9.0	7.0, 3.0, 0.0, 0.0, 1.4
183	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
184	4.0	11.0, 3.0, 0.0, 0.0, 1.375
185	1.0	16.0, 4.0, 0.0, 0.0, 1.7777777777777777
186	4.0	11.0, 3.0, 0.0, 0.0, 1.375
187	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
188	1.0	11.0, 4.0, 0.0, 0.0, 1.5714285714285714
189	1.0	14.0, 4.0, 0.0, 0.0, 1.75
190	4.0	10.0, 3.0, 0.0, 0.0, 1.25
191	3.0	9.0, 3.0, 0.0, 0.0, 1.8
192	1.0	14.0, 4.0, 0.0, 0.0, 1.75
193	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
194	6.0	8.0, 3.0, 1.0, 0.3333333333333333, 1.3333333333333333
195	4.0	10.0, 3.0, 0.0, 0.0, 1.25
196	11.0	14.0, 4.0, 0.0, 0.0, 1.4
197	3.0	9.0, 3.0, 0.0, 0.0, 1.5
198	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
199	11.0	14.0, 4.0, 0.0, 0.0, 1.2727272727272727
200	4.0	11.0, 3.0, 0.0, 0.0, 1.2222222222222223
201	3.0	9.0, 3.0, 0.0, 0.0, 1.5
202	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
203	3.0	9.0, 3.0, 0.0, 0.0, 1.5
204	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
205	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
206	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
207	4.0	11.0, 3.0, 0.0, 0.0, 1.375
208	11.0	11.0, 4.0, 0.0, 0.0, 1.375
209	2.0	3.0, 1.0, 0.0, 0.0, 1.0
210	9.0	7.0, 3.0, 0.0, 0.0, 1.4
211	1.0	13.0, 4.0, 0.0, 0.0, 1.4444444444444444
212	1.0	15.0, 4.0, 0.0, 0.0, 1.6666666666666667
213	3.0	9.0, 3.0, 0.0, 0.0, 1.8
214	3.0	9.0, 3.0, 0.0, 0.0, 1.5
215	1.0	11.0, 4.0, 0.0, 0.0, 1.5714285714285714
216	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
217	3.0	9.0, 3.0, 0.0, 0.0, 1.8
218	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
219	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
220	7.0	7.0, 3.0, 0.0, 0.0, 1.75
221	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
222	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
223	4.0	11.0, 3.0, 0.0, 0.0, 1.2222222222222223
224	6.0	7.0, 3.0, 1.0, 0.3333333333333333, 1.75
225	1.0	10.0, 4.0, 0.0, 0.0, 1.4285714285714286
226	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
227	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
228	2.0	4.0, 1.0, 0.0, 0.0, 1.0
229	1.0	14.0, 4.0, 0.0, 0.0, 1.5555555555555556
230	4.0	11.0, 3.0, 0.0, 0.0, 1.375
231	3.0	9.0, 3.0, 0.0, 0.0, 1.5
232	6.0	6.0, 3.0, 1.0, 0.3333333333333333, 1.5
233	3.0	9.0, 3.0, 0.0, 0.0, 1.5
234	4.0	11.0, 3.0, 0.0, 0.0, 1.375
235	3.0	9.0, 3.0, 0.0, 0.0, 1.5
236	3.0	9.0, 3.0, 0.0, 0.0, 1.5
237	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
238	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
239	1.0	12.0, 4.0, 0.0, 0.0, 1.5
240	4.0	10.0, 3.0, 0.0, 0.0, 1.25
241	1.0	12.0, 4.0, 0.0, 0.0, 1.7142857142857142
242	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
243	9.0	8.0, 3.0, 0.0, 0.0, 1.3333333333333333
244	3.0	9.0, 3.0, 0.0, 0.0, 1.5
245	3.0	9.0, 3.0, 0.0, 0.0, 1.8
246	3.0	9.0, 3.0, 0.0, 0.0, 1.5
247	3.0	9.0, 3.0, 0.0, 0.0, 1.8
248	3.0	9.0, 3.0, 0.0, 0.0, 1.5
249	3.0	9.0, 3.0, 0.0, 0.0, 1.8
250	4.0	10.0, 3.0, 0.0, 0.0, 1.25
251	10.0	11.0, 4.0, 1.0, 0.16666666666666666, 1.375
252	3.0	9.0, 3.0, 0.0, 0.0, 1.5
253	3.0	9.0, 3.0, 0.0, 0.0, 1.5
254	3.0	9.0, 3.0, 0.0, 0.0, 1.5
255	3.0	9.0, 3.0, 0.0, 0.0, 1.5
256	3.0	9.0, 3.0, 0.0, 0.0, 1.8
257	3.0	9.0, 3.0, 0.0, 0.0, 1.8
258	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
259	3.0	9.0, 3.0, 0.0, 0.0, 1.5
260	1.0	13.0, 4.0, 0.0, 0.0, 1.4444444444444444
261	12.0	4.0, 2.0, 1.0, 1.0, 1.3333333333333333
262	3.0	11.0, 3.0, 0.0, 0.0, 1.5714285714285714
263	9.0	7.0, 3.0, 0.0, 0.0, 1.4
264	6.0	8.0, 3.0, 1.0, 0.3333333333333333, 1.6
265	1.0	13.0, 4.0, 0.0, 0.0, 1.4444444444444444
266	3.0	9.0, 3.0, 0.0, 0.0, 1.5
267	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
268	9.0	8.0, 3.0, 0.0, 0.0, 1.3333333333333333
269	11.0	11.0, 4.0, 0.0, 0.0, 1.375
270	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
271	10.0	12.0, 4.0, 1.0, 0.16666666666666666, 2.0
272	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
273	2.0	3.0, 1.0, 0.0, 0.0, 1.0
274	7.0	7.0, 3.0, 0.0, 0.0, 1.75
275	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
276	3.0	9.0, 3.0, 0.0, 0.0, 1.5
277	4.0	10.0, 3.0, 0.0, 0.0, 1.25
278	2.0	3.0, 1.0, 0.0, 0.0, 1.0
279	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
280	2.0	5.0, 2.0, 0.0, 0.0, 1.25
281	2.0	3.0, 1.0, 0.0, 0.0, 1.0
282	6.0	7.0, 3.0, 1.0, 0.3333333333333333, 1.4
283	11.0	12.0, 4.0, 0.0, 0.0, 1.3333333333333333
284	4.0	10.0, 3.0, 0.0, 0.0, 1.25
285	1.0	12.0, 4.0, 0.0, 0.0, 1.5
286	2.0	7.0, 2.0, 0.0, 0.0, 1.4
287	2.0	3.0, 1.0, 0.0, 0.0, 1.0
288	3.0	9.0, 3.0, 0.0, 0.0, 1.5
289	4.0	10.0, 3.0, 0.0, 0.0, 1.25
290	2.0	3.0, 1.0, 0.0, 0.0, 1.0
291	9.0	7.0, 3.0, 0.0, 0.0, 1.4
292	2.0	3.0, 1.0, 0.0, 0.0, 1.0
293	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
294	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
295	3.0	9.0, 3.0, 0.0, 0.0, 1.5
296	3.0	9.0, 3.0, 0.0, 0.0, 1.8
297	3.0	9.0, 3.0, 0.0, 0.0, 1.5
298	2.0	3.0, 1.0, 0.0, 0.0, 1.0
299	3.0	9.0, 3.0, 0.0, 0.0, 1.5
300	9.0	7.0, 3.0, 0.0, 0.0, 1.4
301	4.0	11.0, 3.0, 0.0, 0.0, 1.375
302	9.0	7.0, 3.0, 0.0, 0.0, 1.4
303	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
304	10.0	10.0, 4.0, 2.0, 0.3333333333333333, 1.4285714285714286
305	10.0	12.0, 4.0, 1.0, 0.16666666666666666, 1.3333333333333333
306	9.0	8.0, 3.0, 0.0, 0.0, 1.3333333333333333
307	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
308	6.0	7.0, 3.0, 1.0, 0.3333333333333333, 1.4
309	11.0	13.0, 4.0, 0.0, 0.0, 1.3
310	4.0	10.0, 3.0, 0.0, 0.0, 1.25
311	3.0	9.0, 3.0, 0.0, 0.0, 1.5
312	4.0	11.0, 3.0, 0.0, 0.0, 1.375
313	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
314	11.0	12.0, 4.0, 0.0, 0.0, 1.3333333333333333
315	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
316	9.0	7.0, 3.0, 0.0, 0.0, 1.4
317	1.0	14.0, 4.0, 0.0, 0.0, 1.5555555555555556
318	6.0	8.0, 3.0, 1.0, 0.3333333333333333, 1.6
319	2.0	3.0, 1.0, 0.0, 0.0, 1.0
320	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
321	6.0	8.0, 3.0, 1.0, 0.3333333333333333, 1.3333333333333333
322	4.0	11.0, 3.0, 0.0, 0.0, 1.375
323	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
324	6.0	7.0, 3.0, 1.0, 0.3333333333333333, 1.4
325	2.0	3.0, 1.0, 0.0, 0.0, 1.0
326	1.0	12.0, 4.0, 0.0, 0.0, 1.7142857142857142
327	6.0	8.0, 3.0, 1.0, 0.3333333333333333, 1.3333333333333333
328	4.0	12.0, 3.0, 0.0, 0.0, 1.2
329	2.0	4.0, 1.0, 0.0, 0.0, 1.0
330	6.0	8.0, 3.0, 1.0, 0.3333333333333333, 1.3333333333333333
331	3.0	9.0, 3.0, 0.0, 0.0, 1.5
332	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
333	3.0	9.0, 3.0, 0.0, 0.0, 1.5
334	6.0	7.0, 3.0, 1.0, 0.3333333333333333, 1.75
335	3.0	9.0, 3.0, 0.0, 0.0, 1.5
336	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
337	2.0	5.0, 2.0, 0.0, 0.0, 1.25
338	3.0	9.0, 3.0, 0.0, 0.0, 1.5
339	1.0	14.0, 4.0, 0.0, 0.0, 1.5555555555555556
340	7.0	8.0, 3.0, 0.0, 0.0, 1.6
341	2.0	3.0, 1.0, 0.0, 0.0, 1.0
342	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
343	4.0	10.0, 3.0, 0.0, 0.0, 1.25
344	4.0	12.0, 3.0, 0.0, 0.0, 1.3333333333333333
345	3.0	9.0, 3.0, 0.0, 0.0, 1.8
346	9.0	7.0, 3.0, 0.0, 0.0, 1.4
347	1.0	15.0, 4.0, 0.0, 0.0, 1.6666666666666667
348	3.0	12.0, 3.0, 0.0, 0.0, 1.5
349	4.0	10.0, 3.0, 0.0, 0.0, 1.25
350	1.0	15.0, 4.0, 0.0, 0.0, 1.5
351	2.0	4.0, 1.0, 0.0, 0.0, 1.0
352	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
353	4.0	10.0, 3.0, 0.0, 0.0, 1.25
354	10.0	14.0, 4.0, 1.0, 0.16666666666666666, 1.75
355	3.0	9.0, 3.0, 0.0, 0.0, 1.8
356	1.0	13.0, 4.0, 0.0, 0.0, 1.625
357	7.0	6.0, 3.0, 0.0, 0.0, 1.5
358	1.0	14.0, 4.0, 0.0, 0.0, 1.75
359	4.0	10.0, 3.0, 0.0, 0.0, 1.25
360	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
361	2.0	4.0, 1.0, 0.0, 0.0, 1.0
362	2.0	4.0, 1.0, 0.0, 0.0, 1.0
363	10.0	14.0, 4.0, 1.0, 0.16666666666666666, 1.5555555555555556
364	1.0	13.0, 4.0, 0.0, 0.0, 1.625
365	2.0	4.0, 1.0, 0.0, 0.0, 1.0
366	2.0	4.0, 1.0, 0.0, 0.0, 1.0
367	11.0	14.0, 4.0, 0.0, 0.0, 1.4
368	11.0	11.0, 4.0, 0.0, 0.0, 1.375
369	1.0	16.0, 4.0, 0.0, 0.0, 1.7777777777777777
370	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
371	10.0	10.0, 4.0, 1.0, 0.16666666666666666, 1.4285714285714286
372	11.0	13.0, 4.0, 0.0, 0.0, 1.3
373	4.0	11.0, 3.0, 0.0, 0.0, 1.375
374	1.0	12.0, 4.0, 0.0, 0.0, 1.5
375	1.0	15.0, 4.0, 0.0, 0.0, 1.875
376	3.0	9.0, 3.0, 0.0, 0.0, 1.5
377	11.0	11.0, 4.0, 0.0, 0.0, 1.375
378	2.0	3.0, 1.0, 0.0, 0.0, 1.0
379	7.0	6.0, 3.0, 0.0, 0.0, 1.5
380	2.0	3.0, 1.0, 0.0, 0.0, 1.0
381	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
382	3.0	10.0, 3.0, 0.0, 0.0, 1.6666666666666667
383	9.0	8.0, 3.0, 0.0, 0.0, 1.3333333333333333
384	2.0	3.0, 1.0, 0.0, 0.0, 1.0
385	9.0	8.0, 3.0, 0.0, 0.0, 1.3333333333333333
386	2.0	3.0, 1.0, 0.0, 0.0, 1.0
387	9.0	8.0, 3.0, 0.0, 0.0, 1.3333333333333333
388	2.0	3.0, 1.0, 0.0, 0.0, 1.0
389	9.0	8.0, 3.0, 0.0, 0.0, 1.3333333333333333
390	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
391	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
392	2.0	3.0, 1.0, 0.0, 0.0, 1.0
393	7.0	6.0, 3.0, 0.0, 0.0, 1.5
394	2.0	3.0, 1.0, 0.0, 0.0, 1.0
395	2.0	4.0, 1.0, 0.0, 0.0, 1.0
396	7.0	8.0, 4.0, 0.0, 0.0, 2.0
397	2.0	4.0, 1.0, 0.0, 0.0, 1.0
398	3.0	9.0, 3.0, 0.0, 0.0, 1.5
399	2.0	4.0, 1.0, 0.0, 0.0, 1.0
400	2.0	4.0, 1.0, 0.0, 0.0, 1.0
401	2.0	4.0, 1.0, 0.0, 0.0, 1.0
402	9.0	7.0, 3.0, 0.0, 0.0, 1.4
403	3.0	10.0, 3.0, 0.0, 0.0, 1.4285714285714286
404	3.0	11.0, 3.0, 0.0, 0.0, 1.5714285714285714
405	2.0	3.0, 1.0, 0.0, 0.0, 1.0
406	3.0	9.0, 3.0, 0.0, 0.0, 1.5
407	4.0	9.0, 3.0, 0.0, 0.0, 1.2857142857142858
408	10.0	10.0, 4.0, 1.0, 0.16666666666666666, 1.4285714285714286
409	3.0	9.0, 3.0, 0.0, 0.0, 1.5
410	7.0	7.0, 3.0, 0.0, 0.0, 1.75
411	2.0	3.0, 1.0, 0.0, 0.0, 1.0
412	9.0	7.0, 3.0, 0.0, 0.0, 1.4
413	2.0	3.0, 1.0, 0.0, 0.0, 1.0
414	9.0	7.0, 3.0, 0.0, 0.0, 1.4
415	1.0	15.0, 4.0, 0.0, 0.0, 1.6666666666666667
416	9.0	7.0, 3.0, 0.0, 0.0, 1.4
417	2.0	3.0, 1.0, 0.0, 0.0, 1.0
418	9.0	7.0, 3.0, 0.0, 0.0, 1.4
419	2.0	3.0, 1.0, 0.0, 0.0, 1.0
420	9.0	7.0, 3.0, 0.0, 0.0, 1.4
421	2.0	3.0, 1.0, 0.0, 0.0, 1.0
422	7.0	5.0, 3.0, 0.0, 0.0, 1.6666666666666667
423	2.0	3.0, 1.0, 0.0, 0.0, 1.0
424	9.0	7.0, 3.0, 0.0, 0.0, 1.4
425	2.0	3.0, 1.0, 0.0, 0.0, 1.0
426	2.0	3.0, 1.0, 0.0, 0.0, 1.0
427	2.0	4.0, 1.0, 0.0, 0.0, 1.0
428	6.0	9.0, 3.0, 1.0, 0.3333333333333333, 1.2857142857142858
429	10.0	8.0, 4.0, 1.0, 0.16666666666666666, 1.6
430	9.0	8.0, 3.0, 0.0, 0.0, 1.3333333333333333
431	9.0	7.0, 3.0, 0.0, 0.0, 1.4
